Model: LI-7810	SN: TG10-01234	TimeZone: UTC
SECONDS	DIAG	CO2	CH4	H2O	TEMP
1782985236	0	414.643	1962.233	14991.44	18.20
1782985237	0	414.720	1962.813	14998.92	18.20
1782985238	0	414.741	1963.039	15008.91	18.20
1782985239	0	414.813	1962.973	14998.93	18.20
1782985240	0	414.828	1963.498	14991.00	18.20
1782985241	0	414.820	1962.279	15009.47	18.20
1782985242	0	414.940	1962.823	15003.41	18.20
1782985243	0	414.895	1963.433	14999.65	18.20
1782985244	0	414.840	1962.745	14998.14	18.20
1782985245	0	414.870	1962.962	15005.41	18.20
1782985246	0	415.002	1963.437	14997.29	18.20
1782985247	0	415.024	1962.936	15005.74	18.20
1782985248	0	414.924	1963.456	15002.71	18.20
1782985249	0	415.046	1963.658	15001.22	18.20
1782985250	0	415.135	1963.641	15000.73	18.20
1782985251	0	415.168	1963.749	14999.13	18.20
1782985252	0	415.187	1963.549	15005.23	18.20
1782985253	0	415.181	1963.899	14995.67	18.20
1782985254	0	415.261	1963.802	14991.89	18.20
1782985255	0	415.276	1963.920	15003.07	18.20
1782985256	0	415.274	1964.329	15003.16	18.20
1782985257	0	415.210	1963.771	15002.40	18.20
1782985258	0	415.266	1963.540	15002.04	18.20
1782985259	0	415.336	1964.545	14998.40	18.20
1782985260	0	415.386	1964.459	15003.94	18.20
1782985261	0	415.484	1964.878	14999.77	18.20
1782985262	0	415.457	1964.966	14997.56	18.20
1782985263	0	415.495	1964.389	14998.44	18.20
1782985264	0	415.490	1964.276	15010.10	18.20
1782985265	0	415.506	1964.693	14991.33	18.20
1782985266	0	415.620	1965.396	15002.50	18.20
1782985267	0	415.541	1965.078	14991.60	18.20
1782985268	0	415.588	1965.182	14999.46	18.20
1782985269	0	415.663	1964.571	14997.83	18.20
1782985270	0	415.746	1965.018	14989.57	18.20
1782985271	0	415.703	1964.959	15001.95	18.20
1782985272	0	415.727	1965.488	14998.10	18.20
1782985273	0	415.781	1965.539	14989.50	18.20
1782985274	0	415.838	1965.916	15004.20	18.20
1782985275	0	415.833	1965.157	15007.18	18.20
1782985276	0	415.933	1965.581	15007.45	18.20
1782985277	0	415.966	1965.875	15001.79	18.20
1782985278	0	415.933	1965.945	15000.23	18.20
1782985279	0	416.068	1966.543	15006.64	18.20
1782985280	0	416.003	1966.048	15008.41	18.20
1782985281	0	416.084	1965.826	15005.67	18.20
1782985282	0	416.077	1966.152	14995.29	18.20
1782985283	0	416.106	1965.990	15001.01	18.20
1782985284	0	416.041	1965.698	15002.20	18.20
1782985285	0	416.094	1966.262	14990.95	18.20
1782985286	0	416.165	1967.061	15002.35	18.20
1782985287	0	416.265	1966.271	15011.36	18.20
1782985288	0	416.257	1966.518	15003.20	18.20
1782985289	0	416.256	1966.776	15007.37	18.20
1782985290	0	416.331	1966.698	15000.91	18.20
1782985291	0	416.383	1966.537	14999.63	18.20
1782985292	0	416.360	1967.739	15001.91	18.20
1782985293	0	416.401	1967.470	14995.92	18.20
1782985294	0	416.425	1967.294	14995.18	18.20
1782985295	0	416.447	1967.149	15006.33	18.20
1782985296	0	416.441	1967.409	15006.86	18.20
1782985297	0	416.467	1967.560	14995.04	18.20
1782985298	0	416.594	1967.550	15004.84	18.20
1782985299	0	416.556	1967.656	14999.57	18.20
1782985300	0	416.585	1967.881	15001.70	18.20
1782985301	0	416.538	1967.579	15002.30	18.20
1782985302	0	416.560	1967.311	15004.97	18.20
1782985303	0	416.758	1968.109	15000.41	18.20
1782985304	0	416.684	1967.469	15007.05	18.20
1782985305	0	416.602	1967.837	15001.55	18.20
1782985306	0	416.901	1968.210	15003.12	18.20
1782985307	0	416.782	1968.300	14995.83	18.20
1782985308	0	416.762	1968.151	15010.79	18.20
1782985309	0	416.875	1968.294	15002.35	18.20
1782985310	0	416.940	1968.503	15003.56	18.20
1782985311	0	416.963	1968.273	14991.96	18.20
1782985312	0	417.005	1969.049	14995.89	18.20
1782985313	0	416.941	1968.374	15006.19	18.20
1782985314	0	417.087	1968.663	15001.43	18.20
1782985315	0	417.120	1968.667	14990.43	18.20
1782985316	0	417.153	1968.919	15005.19	18.20
1782985317	0	417.123	1969.429	14997.28	18.20
1782985318	0	417.122	1968.758	15007.06	18.20
1782985319	0	417.148	1969.256	14999.56	18.20
1782985320	0	417.122	1969.391	15001.02	18.20
1782985321	0	417.203	1969.624	15005.89	18.20
1782985322	0	417.140	1969.124	14995.51	18.20
1782985323	0	417.206	1969.192	14995.04	18.20
1782985324	0	417.332	1969.466	14999.02	18.20
1782985325	0	417.337	1969.552	15004.14	18.20
1782985326	0	417.390	1969.377	14993.35	18.20
1782985327	0	417.445	1969.959	14991.66	18.20
1782985328	0	417.459	1970.007	15004.12	18.20
1782985329	0	417.485	1970.531	14996.99	18.20
1782985330	0	417.496	1969.908	14998.04	18.20
1782985331	0	417.492	1969.770	14990.72	18.20
1782985332	0	417.498	1969.893	14996.61	18.20
1782985333	0	417.586	1970.340	14999.96	18.20
1782985334	0	417.623	1970.090	15004.65	18.20
1782985335	0	417.695	1970.622	14996.14	18.20
1782985336	0	417.672	1970.284	15008.29	18.20
1782985337	0	417.737	1970.616	14996.58	18.20
1782985338	0	417.668	1970.620	14996.58	18.20
1782985339	0	417.783	1970.450	15007.69	18.20
1782985340	0	417.809	1970.364	15001.06	18.20
1782985341	0	417.897	1971.254	14997.24	18.20
1782985342	0	417.847	1971.069	14999.22	18.20
1782985343	0	417.770	1970.693	15006.77	18.20
1782985344	0	417.905	1970.798	15007.33	18.20
1782985345	0	417.986	1971.799	14995.92	18.20
1782985346	0	417.921	1971.029	14999.79	18.20
1782985347	0	418.022	1971.843	15000.45	18.20
1782985348	0	417.979	1971.515	14995.07	18.20
1782985349	0	418.161	1971.024	14999.72	18.20
1782985350	0	418.036	1971.473	15000.03	18.20
1782985351	0	418.104	1971.924	15005.70	18.20
1782985352	0	418.172	1971.228	15006.04	18.20
1782985353	0	418.216	1971.667	14998.35	18.20
1782985354	0	418.284	1971.732	14998.93	18.20
1782985355	0	418.218	1972.162	15003.32	18.20
1782985356	0	418.318	1972.214	14997.07	18.20
1782985357	0	418.226	1972.321	15002.94	18.20
1782985358	0	418.288	1972.311	14999.56	18.20
1782985359	0	418.299	1972.454	14995.15	18.20
1782985360	0	418.360	1972.015	14995.22	18.20
1782985361	0	418.466	1972.552	15007.24	18.20
1782985362	0	418.429	1972.995	14999.22	18.20
1782985363	0	418.468	1972.650	15008.20	18.20
1782985364	0	418.533	1972.534	14997.43	18.20
1782985365	0	418.574	1972.640	15001.46	18.20
1782985366	0	418.559	1973.289	15011.96	18.20
1782985367	0	418.558	1972.236	14994.71	18.20
1782985368	0	418.721	1973.805	14990.51	18.20
1782985369	0	418.650	1972.539	15006.43	18.20
1782985370	0	418.684	1973.114	14995.87	18.20
1782985371	0	418.721	1972.946	14999.90	18.20
1782985372	0	418.789	1973.517	14997.07	18.20
1782985373	0	418.715	1973.650	15001.34	18.20
1782985374	0	418.923	1973.572	14995.25	18.20
1782985375	0	418.833	1973.557	14999.10	18.20
1782985376	0	418.911	1973.161	15002.25	18.20
1782985377	0	418.918	1973.643	14994.96	18.20
1782985378	0	419.032	1973.788	14996.50	18.20
1782985379	0	419.053	1973.589	14998.26	18.20
1782985380	0	419.029	1974.096	14992.86	18.20
1782985381	0	418.987	1974.133	14997.89	18.20
1782985382	0	419.121	1974.063	15000.59	18.20
1782985383	0	419.005	1974.235	14998.00	18.20
1782985384	0	419.075	1974.217	14998.64	18.20
1782985385	0	419.146	1973.888	14999.90	18.20
1782985386	0	419.099	1974.625	14996.72	18.20
1782985387	0	419.184	1973.791	15003.46	18.20
1782985388	0	419.279	1974.722	15007.18	18.20
1782985389	0	419.234	1974.325	14997.68	18.20
1782985390	0	419.342	1974.905	15002.43	18.20
1782985391	0	419.449	1975.006	14998.80	18.20
1782985392	0	419.379	1974.910	15001.83	18.20
1782985393	0	419.431	1975.228	15007.83	18.20
1782985394	0	419.483	1974.964	15002.54	18.20
1782985395	0	419.428	1975.056	14991.13	18.20
1782985396	0	419.520	1975.730	15002.27	18.20
1782985397	0	419.487	1975.233	15006.16	18.20
1782985398	0	419.556	1975.366	14998.89	18.20
1782985399	0	419.618	1974.844	15004.98	18.20
1782985400	0	419.559	1975.365	14996.55	18.20
1782985401	0	419.514	1975.391	14992.57	18.20
1782985402	0	419.614	1975.700	15000.71	18.20
1782985403	0	419.746	1975.766	14991.22	18.20
1782985404	0	419.668	1975.903	14998.80	18.20
1782985405	0	419.802	1975.707	15006.43	18.20
1782985406	0	419.734	1976.248	14990.45	18.20
1782985407	0	419.799	1976.354	14993.60	18.20
1782985408	0	419.839	1976.450	14994.84	18.20
1782985409	0	419.818	1976.316	14999.68	18.20
1782985410	0	419.889	1976.035	14998.17	18.20
1782985411	0	419.852	1976.686	15007.00	18.20
1782985412	0	419.942	1976.253	15004.77	18.20
1782985413	0	419.985	1976.978	15002.48	18.20
1782985414	0	419.906	1976.271	15000.73	18.20
1782985415	0	420.004	1977.238	15001.97	18.20
1782985416	0	420.094	1977.110	14995.69	18.20
1782985417	0	420.053	1976.624	15004.29	18.20
1782985418	0	420.162	1977.057	14994.44	18.20
1782985419	0	420.197	1977.064	15004.18	18.20
1782985420	0	420.214	1977.247	15005.93	18.20
1782985421	0	420.269	1977.522	15001.05	18.20
1782985422	0	420.179	1976.686	14999.12	18.20
1782985423	0	420.340	1977.796	15002.00	18.20
1782985424	0	420.269	1976.962	14985.69	18.20
1782985425	0	420.355	1977.879	15001.51	18.20
1782985426	0	420.470	1977.835	14999.43	18.20
1782985427	0	420.391	1977.492	14999.75	18.20
1782985428	0	420.441	1977.750	15003.53	18.20
1782985429	0	420.419	1978.535	14999.63	18.20
1782985430	0	420.589	1978.341	14994.30	18.20
1782985431	0	420.484	1978.337	14999.29	18.20
1782985432	0	420.592	1978.293	15000.34	18.20
1782985433	0	420.652	1978.431	15000.57	18.20
1782985434	0	420.657	1978.511	15000.81	18.20
1782985435	0	420.667	1977.865	15005.20	18.20
1782985436	0	420.684	1978.313	14994.57	18.20
1782985437	0	420.646	1979.065	15000.88	18.20
1782985438	0	420.826	1979.048	15006.45	18.20
1782985439	0	420.783	1979.125	14991.33	18.20
1782985440	0	420.801	1978.861	15000.90	18.20
1782985441	0	409.891	1950.198	14997.07	18.20
1782985442	0	410.006	1949.349	14998.15	18.20
1782985443	0	409.995	1949.960	14995.48	18.20
1782985444	0	410.180	1950.447	14999.15	18.20
1782985445	0	410.001	1950.124	15009.21	18.20
1782985446	0	410.004	1949.899	14993.68	18.20
1782985447	0	409.892	1949.924	14994.15	18.20
1782985448	0	409.925	1949.375	14993.49	18.20
1782985449	0	410.051	1950.196	15008.64	18.20
1782985450	0	409.821	1949.939	14997.69	18.20
1782985451	0	410.100	1950.530	14999.87	18.20
1782985452	0	410.103	1950.019	14997.99	18.20
1782985453	0	409.915	1949.458	14995.28	18.20
1782985454	0	410.034	1950.190	14998.82	18.20
1782985455	0	410.129	1950.550	15012.29	18.20
1782985456	0	409.987	1949.378	15006.96	18.20
1782985457	0	409.968	1950.109	14995.74	18.20
1782985458	0	409.980	1949.711	15003.24	18.20
1782985459	0	410.025	1949.748	14995.84	18.20
1782985460	0	409.937	1950.156	14991.12	18.20
1782985461	0	409.960	1950.122	15005.10	18.20
1782985462	0	410.027	1949.430	15005.80	18.20
1782985463	0	409.952	1950.719	15005.23	18.20
1782985464	0	409.884	1948.942	14997.65	18.20
1782985465	0	409.814	1950.015	14999.17	18.20
1782985466	0	410.003	1949.941	15003.75	18.20
1782985467	0	410.121	1948.664	15001.96	18.20
1782985468	0	410.040	1950.781	14998.03	18.20
1782985469	0	409.887	1949.810	14991.90	18.20
1782985470	0	409.925	1949.553	15000.57	18.20
1782985471	0	409.967	1950.714	15005.40	18.20
1782985472	0	410.184	1949.832	14994.01	18.20
1782985473	0	410.191	1950.018	15003.19	18.20
1782985474	0	410.175	1949.953	15001.66	18.20
1782985475	0	410.013	1950.183	15003.75	18.20
1782985476	0	410.318	1950.426	15004.36	18.20
1782985477	0	409.929	1950.484	14996.53	18.20
1782985478	0	409.964	1949.755	14991.92	18.20
1782985479	0	410.091	1950.016	14997.33	18.20
1782985480	0	410.028	1950.007	15004.45	18.20
1782985481	0	410.034	1950.212	14997.29	18.20
1782985482	0	409.806	1950.333	14996.53	18.20
1782985483	0	409.902	1949.279	14990.89	18.20
1782985484	0	409.994	1950.042	15008.76	18.20
1782985485	0	409.931	1950.416	15004.13	18.20
1782985486	0	409.866	1949.797	15003.85	18.20
1782985487	0	409.942	1949.977	15004.84	18.20
1782985488	0	410.028	1949.496	15002.88	18.20
1782985489	0	410.072	1950.032	14998.78	18.20
1782985490	0	409.811	1949.021	14999.18	18.20
1782985491	0	409.999	1949.890	14997.86	18.20
1782985492	0	409.990	1949.986	15013.17	18.20
1782985493	0	410.023	1950.474	15002.78	18.20
1782985494	0	409.889	1949.414	14997.68	18.20
1782985495	0	409.891	1950.144	15002.33	18.20
1782985496	0	410.124	1949.784	14994.95	18.20
1782985497	0	409.750	1949.148	15007.52	18.20
1782985498	0	409.917	1949.721	14996.69	18.20
1782985499	0	409.959	1950.019	15002.51	18.20
1782985500	0	409.969	1950.525	15005.33	18.20
1782985501	0	409.932	1949.569	15001.92	18.20
1782985502	0	410.048	1949.232	15000.47	18.20
1782985503	0	410.039	1950.051	15000.05	18.20
1782985504	0	409.985	1950.794	14999.72	18.20
1782985505	0	409.938	1951.030	14997.12	18.20
1782985506	0	409.977	1949.361	14997.75	18.20
1782985507	0	410.007	1949.462	15007.40	18.20
1782985508	0	409.925	1950.199	14999.46	18.20
1782985509	0	410.056	1949.689	14996.07	18.20
1782985510	0	410.099	1950.579	14997.42	18.20
1782985511	0	410.144	1950.265	15005.50	18.20
1782985512	0	410.136	1949.060	15003.38	18.20
1782985513	0	409.968	1949.566	15002.80	18.20
1782985514	0	410.012	1949.714	14998.71	18.20
1782985515	0	409.983	1950.941	15002.87	18.20
1782985516	0	409.983	1950.207	14996.78	18.20
1782985517	0	409.977	1950.038	14998.70	18.20
1782985518	0	410.001	1950.224	15004.85	18.20
1782985519	0	410.117	1950.824	15004.37	18.20
1782985520	0	410.031	1950.295	14995.09	18.20
1782985521	0	409.885	1949.956	14995.72	18.20
1782985522	0	410.094	1950.433	15000.54	18.20
1782985523	0	410.021	1950.443	15008.63	18.20
1782985524	0	410.049	1950.600	14990.42	18.20
1782985525	0	410.029	1949.822	15001.39	18.20
1782985526	0	410.034	1948.535	14993.12	18.20
1782985527	0	410.038	1948.176	14996.83	18.20
1782985528	0	409.828	1950.226	14998.18	18.20
1782985529	0	410.048	1949.419	14997.90	18.20
1782985530	0	409.929	1950.685	14997.33	18.20
1782985531	0	409.952	1951.121	15000.04	18.20
1782985532	0	410.000	1950.204	14997.32	18.20
1782985533	0	410.162	1950.066	14992.69	18.20
1782985534	0	409.900	1949.945	15003.90	18.20
1782985535	0	409.996	1949.318	15003.76	18.20
1782985536	0	409.974	1949.629	15004.22	18.20
1782985537	0	410.092	1950.017	14992.30	18.20
1782985538	0	409.972	1949.947	15001.49	18.20
1782985539	0	410.022	1950.308	15003.38	18.20
1782985540	0	409.900	1949.479	14994.84	18.20
1782985541	0	410.110	1949.794	15000.05	18.20
1782985542	0	409.858	1950.222	14999.42	18.20
1782985543	0	410.046	1949.235	15009.21	18.20
1782985544	0	410.023	1950.368	15009.62	18.20
1782985545	0	410.037	1950.316	14991.68	18.20
1782985546	0	409.860	1950.166	15012.47	18.20
1782985547	0	409.970	1949.759	14995.42	18.20
1782985548	0	410.087	1950.740	15004.90	18.20
1782985549	0	410.179	1950.657	15004.85	18.20
1782985550	0	409.989	1950.176	14995.02	18.20
1782985551	0	410.077	1950.061	15002.47	18.20
1782985552	0	410.013	1950.412	14999.46	18.20
1782985553	0	409.994	1949.635	15002.77	18.20
1782985554	0	409.959	1950.317	15001.15	18.20
1782985555	0	410.000	1950.170	15005.98	18.20
1782985556	0	410.067	1949.813	15000.38	18.20
1782985557	0	410.076	1950.189	14999.16	18.20
1782985558	0	409.877	1950.721	15005.48	18.20
1782985559	0	409.950	1949.172	15002.90	18.20
1782985560	0	409.895	1949.489	15003.66	18.20
1782985561	0	410.005	1949.863	14996.68	18.20
1782985562	0	409.966	1950.310	14994.77	18.20
1782985563	0	410.034	1950.158	14997.16	18.20
1782985564	0	410.041	1950.308	14996.90	18.20
1782985565	0	409.789	1949.818	15003.93	18.20
1782985566	0	409.782	1950.018	15004.88	18.20
1782985567	0	410.000	1950.523	14999.22	18.20
1782985568	0	410.119	1950.101	15007.15	18.20
1782985569	0	409.950	1950.243	15006.84	18.20
1782985570	0	409.947	1949.999	15001.22	18.20
1782985571	0	410.099	1949.721	14995.89	18.20
1782985572	0	410.081	1950.339	15007.88	18.20
1782985573	0	409.905	1950.487	14999.69	18.20
1782985574	0	410.070	1950.051	15000.63	18.20
1782985575	0	409.924	1949.570	14998.30	18.20
1782985576	0	409.946	1950.271	14995.55	18.20
1782985577	0	409.904	1950.219	14992.66	18.20
1782985578	0	409.876	1949.898	15003.16	18.20
1782985579	0	410.011	1951.223	14996.08	18.20
1782985580	0	409.862	1950.736	15015.30	18.20
1782985581	0	410.015	1950.206	14994.57	18.20
